City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,luorong,24.4058,109.6086,25.71,88,20,1.59,CN,1723153938
367,el tigre,8.8875,-64.2454,29.68,55,3,2.92,VE,1723153939
368,rio preto da eva,-2.6994,-59.6997,30.91,40,12,1.47,BR,1723153940
369,mirny,62.5353,113.9611,16.76,65,11,1.42,RU,1723153941
370,farah,32.5,62.5,30.31,10,0,1.44,AF,1723153943
371,saint-pierre,-21.3393,55.4781,20.82,73,20,4.12,RE,1723153944
372,przasnysz,53.0191,20.8803,17.47,96,100,2.44,PL,1723153945
373,rizhao,35.4275,119.4553,25.41,93,40,1.62,CN,1723153946
374,batticaloa,7.7102,81.6924,26.14,85,100,2.72,LK,1723153947
375,san luis de la loma,17.2706,-100.8939,30.97,72,50,4.54,MX,1723153948
376,severomorsk,69.0689,33.4162,12.92,58,32,4.38,RU,1723153949
377,taldykorgan,45.0156,78.3739,23.3,26,2,2.74,KZ,1723153951
378,ciudad bolivar,8.1222,-63.5497,31.27,58,36,2.3,VE,1723153953
379,belen,36.4891,36.2233,24.08,78,0,8.23,TR,1723153954
380,olyokminsk,60.3736,120.4264,17.69,70,24,0.72,RU,1723153955
381,bel ombre,-4.6167,55.4167,25.91,83,40,6.69,SC,1723153956
382,eno,62.8051,30.1542,14.66,69,79,1.17,FI,1723153957
383,beibei,29.8256,106.4339,27.9,75,97,2.05,CN,1723153958
384,ghat,24.9647,10.1728,33.57,12,52,2.23,LY,1723153959
385,angarsk,52.5367,103.8864,13.39,90,7,1.29,RU,1723153960
386,plastun,44.7561,136.2939,22.89,79,5,2.43,RU,1723153961
387,vale da amoreira,39.0697,-7.6985,19.4,75,0,2.51,PT,1723153962
388,zaozersk,69.4005,32.4476,13.74,54,26,3.43,RU,1723153963
389,bure,10.7,37.0667,14.16,98,100,1.14,ET,1723153964
390,kismayo,-0.3582,42.5454,24.35,77,31,6.58,SO,1723153965
391,iskateley,67.6803,53.1512,6.28,84,13,1.91,RU,1723153966
392,ashland,40.8167,-82.2665,27.21,79,99,2.37,US,1723153701
393,inari,68.906,27.0288,13.64,61,0,2.26,FI,1723153968
394,toliara,-23.35,43.6667,20.3,87,0,1.63,MG,1723153969
395,errachidia,31.9275,-4.4285,39.03,7,0,0.0,MA,1723153971
396,vilyuysk,63.7553,121.6247,15.29,65,7,1.58,RU,1723153972
397,san onofre,9.7359,-75.5263,28.21,76,51,3.92,CO,1723153973
398,tazacorte,28.629,-17.9293,23.54,88,100,6.17,ES,1723153974
399,manicore,-5.8092,-61.3003,31.83,30,6,1.11,BR,1723153975
400,kiunga,-6.1219,141.2906,22.77,97,99,1.46,PG,1723153976
401,mogocha,53.7333,119.7667,15.75,73,100,0.51,RU,1723153977
402,lulea,65.5842,22.1547,18.04,88,0,2.06,SE,1723153951
403,yevpatoriya,45.1972,33.3558,22.57,55,0,1.97,UA,1723153979
404,aleksandrov gay,50.147,48.5704,19.5,76,38,6.45,RU,1723153980
405,tangalle,6.024,80.7911,26.25,82,100,5.26,LK,1723153981
406,misasi,-3.0,33.0833,22.41,45,7,2.43,TZ,1723153982
407,rongelap,11.1635,166.8941,28.61,77,91,7.29,MH,1723153983
408,san jose,37.3394,-121.895,27.98,53,20,4.63,US,1723153476
409,barra velha,-26.6322,-48.6847,17.49,98,100,1.13,BR,1723153985
410,ust'-ilimsk,58.0006,102.6619,13.3,97,32,2.33,RU,1723153986
411,maisi,43.0395,41.2621,15.81,75,0,2.86,GE,1723153988
412,nema,57.5067,50.5011,12.2,96,70,2.87,RU,1723153989
413,ambarawa,-7.2633,110.3975,19.79,93,30,1.93,ID,1723153990
414,novodvinsk,64.4165,40.8122,11.93,71,2,1.53,RU,1723153991
415,hirara,24.8,125.2833,27.92,100,72,1.03,JP,1723153992
416,yorkton,51.2167,-102.4677,18.91,42,100,3.09,CA,1723153782
417,ponoka,52.6768,-113.5815,22.04,34,73,3.2,CA,1723153994
418,san andres,12.5847,-81.7006,31.01,79,20,3.6,CO,1723153995
419,soham,52.3318,0.3387,19.45,94,100,7.2,GB,1723153996
420,mawu,34.4307,104.9176,12.51,94,100,2.39,CN,1723153997
421,sinabang,2.4803,96.3801,26.03,83,100,2.77,ID,1723153998
422,ornskoldsvik,63.2909,18.7153,18.53,88,100,5.14,SE,1723154000
423,daye,30.0833,114.95,27.31,76,63,1.99,CN,1723154001
424,rio gallegos,-51.6226,-69.2181,4.03,87,0,2.06,AR,1723153854
425,prince albert,53.2001,-105.7677,20.97,43,40,2.57,CA,1723153315
426,veraval,20.9,70.3667,27.27,87,100,6.85,IN,1723154004
427,palmer,42.1584,-72.3287,19.75,70,100,1.54,US,1723154005
428,livingstone,-17.8419,25.8543,18.62,31,0,1.0,ZM,1723153964
429,dawei,14.0833,98.2,24.86,92,14,1.38,MM,1723154009
430,glace bay,46.1969,-59.957,23.25,55,40,4.63,CA,1723154010
431,leticia,-4.2153,-69.9406,33.03,55,40,2.06,CO,1723154011
432,barpathar,26.3,93.8667,23.93,96,92,2.09,IN,1723154012
433,kone,-21.0595,164.8658,23.52,57,5,1.66,NC,1723154013
434,colachel,8.1667,77.25,25.14,84,99,5.34,IN,1723154014
435,aldama,22.9167,-98.0667,32.14,60,53,5.51,MX,1723154015
436,alofi,-19.0595,-169.9187,24.94,47,20,6.69,NU,1723154016
437,santo augusto,-27.8508,-53.7772,7.95,89,39,3.63,BR,1723154017
438,mollendo,-17.0231,-72.0147,14.71,83,90,3.74,PE,1723154018
439,huarmey,-10.0681,-78.1522,18.83,76,64,4.93,PE,1723154019
440,berezovskiy,55.6,86.2,13.44,99,56,1.03,RU,1723154020
441,antalaha,-14.9003,50.2788,20.27,79,4,3.4,MG,1723154021
442,kaa-khem,51.6833,94.7333,17.62,57,70,0.91,RU,1723154022
443,mugia,43.1041,-9.2179,19.35,89,3,7.72,ES,1723154023
444,nassau,40.7507,-73.5829,20.93,94,100,4.12,US,1723154024
445,tindouf,27.6711,-8.1474,41.25,9,40,5.66,DZ,1723154025
446,maun,-19.9833,23.4167,17.98,32,0,2.57,BW,1723154026
447,evanston,42.0411,-87.6901,27.84,58,75,3.6,US,1723153831
448,yanykurgan,43.915,67.2481,31.8,21,3,4.29,KZ,1723154029
449,nsanje,-16.92,35.262,20.03,76,0,1.36,MW,1723154030
450,usinsk,65.9939,57.5281,9.58,76,0,3.67,RU,1723154031
451,crane,31.3974,-102.3501,39.93,14,0,5.76,US,1723154032
452,ilhabela,-23.7781,-45.3581,20.55,86,17,2.24,BR,1723153987
453,nueva guinea,11.6876,-84.4562,27.97,83,100,1.34,NI,1723154034
454,placer,39.0666,-120.7677,34.88,17,53,1.79,US,1723154036
455,burao,9.5221,45.5336,25.61,47,92,7.06,SO,1723154037
456,sechura,-5.5569,-80.8222,22.46,61,12,8.38,PE,1723154038
457,yuzhno-kurilsk,44.0306,145.8556,19.79,99,100,1.6,RU,1723154039
458,saldanha,-33.0117,17.9442,13.92,85,77,12.91,ZA,1723154040
459,aberdeen,57.1437,-2.0981,14.55,100,100,2.06,GB,1723153949
460,eirunepe,-6.6603,-69.8736,32.98,42,79,0.91,BR,1723154042
461,dubai,25.2582,55.3047,33.96,55,0,6.17,AE,1723153882
462,palikir - national government center,6.9248,158.1611,26.47,83,40,2.57,FM,1723154044
463,nar'yan-mar,67.6713,53.087,6.31,84,5,1.93,RU,1723154047
464,sylacauga,33.1732,-86.2516,32.02,66,100,2.57,US,1723154048
465,sao gabriel da cachoeira,-0.1303,-67.0892,29.2,70,77,0.76,BR,1723154049
466,puerto escondido,15.85,-97.0667,29.92,75,100,2.4,MX,1723154050
467,yei,4.095,30.6779,18.78,94,27,0.09,SS,1723154051
468,amparafaravola,-17.5833,48.2167,11.86,97,2,1.87,MG,1723154052
469,kalianget,-7.05,113.9333,26.18,77,7,5.53,ID,1723154053
470,chukhloma,58.7525,42.6825,13.49,97,100,1.61,RU,1723154054
471,east london,-33.0153,27.9116,16.75,83,0,3.77,ZA,1723154055
472,santa elena de uairen,4.6167,-61.1333,21.4,85,56,1.55,VE,1723154056
473,fort bragg,35.139,-79.006,25.91,87,100,6.69,US,1723154057
474,chania,35.5122,24.0156,25.78,61,0,1.54,GR,1723154058
475,ceeldheer,3.8488,47.1806,24.45,80,100,9.1,SO,1723154059
476,n'zeto,-7.2312,12.8666,20.86,87,60,2.88,AO,1723154060
477,kavaratti,10.5669,72.642,26.81,83,87,4.03,IN,1723154061
478,stephenville,32.2207,-98.2023,40.14,30,0,3.6,US,1723154063
479,balabac,7.9868,117.0645,26.37,81,100,0.94,PH,1723154065
480,sal rei,16.1833,-22.9167,25.17,75,35,2.84,CV,1723154066
481,grand falls-windsor,48.9332,-55.6649,20.28,51,95,0.45,CA,1723154067
482,souk ahras,36.2864,7.9511,26.15,34,0,1.28,DZ,1723154068
483,usogorsk,63.4106,48.6872,11.19,74,6,1.19,RU,1723154069
484,dunay,42.8803,132.3375,20.83,93,0,1.14,RU,1723154070
485,kadi,23.3,72.3333,26.87,81,100,2.8,IN,1723154071
486,alaghsas,17.0187,8.0168,31.75,45,100,8.5,NE,1723154072
487,hilton head island,32.2163,-80.7526,34.0,55,0,6.69,US,1723153911
488,majene,-3.5403,118.9707,23.87,86,12,6.03,ID,1723154074
489,tete,-16.1564,33.5867,19.05,52,0,0.0,MZ,1723154075
490,geraldton,-28.7667,114.6,9.23,93,0,4.12,AU,1723154076
491,greymouth,-42.4667,171.2,8.75,80,71,3.59,NZ,1723154078
492,fortuna,40.5982,-124.1573,18.88,82,20,6.17,US,1723154079
493,archangelos,36.2149,28.1149,24.78,66,0,2.16,GR,1723154082
494,guiuan,11.0333,125.7247,28.22,82,89,3.1,PH,1723154083
495,puerto deseado,-47.7503,-65.8938,7.63,59,100,5.92,AR,1723154084
496,tura,25.5198,90.2201,23.52,98,100,3.1,IN,1723154085
497,cill airne,52.05,-9.5167,14.23,92,100,2.98,IE,1723154086
498,hasaki,35.7333,140.8333,27.83,84,0,5.35,JP,1723154087
499,bertioga,-23.8544,-46.1386,19.0,94,75,2.57,BR,1723154088
500,northam,51.0333,-4.2167,17.56,98,100,8.75,GB,1723154089
501,molo,-0.2479,35.7374,10.59,94,78,1.47,KE,1723154090
502,valley city,46.9233,-98.0032,16.29,67,100,7.72,US,1723154091
503,poyang,28.9924,116.6675,27.39,78,94,2.34,CN,1723154092
504,dauphin,51.1494,-100.0502,19.08,59,75,5.14,CA,1723154093
505,reggane,26.7158,0.1714,38.4,8,0,7.96,DZ,1723154094
506,colesberg,-30.72,25.0972,9.69,23,0,5.6,ZA,1723154095
507,shirvan,39.9509,48.8994,25.78,66,30,2.39,AZ,1723154096
508,springhill,33.006,-93.4668,36.89,31,24,2.76,US,1723154097
509,tamanrasset,22.785,5.5228,31.95,11,0,3.09,DZ,1723154098
510,ajdabiya,30.7554,20.2263,28.16,55,0,6.18,LY,1723154099
511,kamina,-8.7386,24.9906,19.34,25,28,1.87,CD,1723154100
512,monrovia,6.3005,-10.7969,24.08,80,100,3.48,LR,1723154102
513,anacortes,48.5126,-122.6127,23.49,80,40,3.09,US,1723154103
514,sparta,43.9441,-90.8129,24.08,46,20,5.66,US,1723154104
515,ambovombe,-25.1667,46.0833,19.28,80,0,2.47,MG,1723154105
516,cidade velha,14.9167,-23.6167,27.26,74,75,4.63,CV,1723154106
517,san pedro pochutla,15.7333,-96.4667,31.2,62,100,2.2,MX,1723154107
518,altai,46.3722,96.2583,13.11,55,100,1.53,MN,1723154108
519,hami,42.8,93.45,20.5,67,99,0.75,CN,1723154109
520,berdigestyakh,62.0989,126.6992,14.96,60,22,2.01,RU,1723154110
521,praya,14.9215,-23.5087,27.3,74,75,4.63,CV,1723154111
522,bonthe,7.5264,-12.505,24.71,81,100,2.95,SL,1723154112
523,ingeniero jacobacci,-41.3427,-69.5448,4.92,54,97,3.73,AR,1723154113
524,kujang-up,39.8672,126.0303,23.36,93,6,1.09,KP,1723154114
525,belmonte,-15.8631,-38.8828,21.82,73,2,2.8,BR,1723154115
526,tabou,4.423,-7.3528,23.76,79,100,3.06,CI,1723154116
527,la'ie,21.6477,-157.9253,28.39,73,28,3.58,US,1723154117
528,vila franca do campo,37.7167,-25.4333,21.66,77,0,2.05,PT,1723154118
529,dahanu,19.9667,72.7333,27.08,83,100,3.45,IN,1723154120
530,dolores,-36.3132,-57.6792,7.85,91,100,9.83,AR,1723154121
531,muisne,0.6,-80.0333,24.07,87,100,4.39,EC,1723154122
532,vuktyl,63.8567,57.3094,10.57,70,1,1.73,RU,1723154123
533,eraan,9.0629,117.7016,25.15,87,96,1.94,PH,1723154124
534,zvishavane,-20.3267,30.0665,15.7,36,0,1.08,ZW,1723154125
535,le port,-20.9373,55.2919,19.38,88,4,3.73,RE,1723154126
536,sur,22.5667,59.5289,27.59,73,43,5.83,OM,1723154127
537,kuanda,56.3161,116.0806,16.38,82,97,0.44,RU,1723154128
538,mersing,2.4312,103.8405,25.95,89,20,2.57,MY,1723154129
539,nova olimpia,-14.7972,-57.2881,29.43,37,83,4.92,BR,1723154130
540,soroti,1.7146,33.6111,19.66,82,90,1.64,UG,1723154131
541,lincoln city,44.9582,-124.0179,22.6,81,46,5.36,US,1723154132
542,ivdel',60.6911,60.4206,9.04,82,41,1.74,RU,1723154133
543,hinthada,17.6333,95.4667,24.76,93,70,1.88,MM,1723154134
544,pokhara,28.2333,83.9833,21.25,94,100,0.25,NP,1723154008
545,borujen,31.9652,51.2873,24.91,28,52,0.15,IR,1723154136
546,messini,37.0511,22.0078,27.88,88,0,1.54,GR,1723154137
547,kantharalak,14.6406,104.6499,24.65,90,10,2.57,TH,1723154138
548,ad douiem,14.0012,32.3116,28.82,59,81,3.32,SD,1723154139
549,horta,38.5333,-28.6333,22.79,80,0,2.68,PT,1723154140
550,andalgala,-27.5819,-66.3165,6.14,57,11,1.12,AR,1723154142
551,moose jaw,50.4001,-105.5344,19.15,30,75,4.12,CA,1723154143
552,pagar alam,-4.0167,103.2667,19.27,95,83,0.77,ID,1723154144
553,freetown,8.484,-13.2299,25.84,83,75,4.12,SL,1723154145
554,buka,40.8108,69.1986,25.92,21,0,2.2,UZ,1723154146
555,jiangyou,31.7667,104.7167,24.96,92,100,2.22,CN,1723154147
556,winona,43.9666,-91.7668,20.88,40,75,5.66,US,1723154148
557,robertsport,6.7533,-11.3686,24.47,79,100,4.18,LR,1723154149
558,oswego,43.4501,-76.1497,19.5,99,100,2.24,US,1723154150
559,phan rang-thap cham,11.5667,108.9833,24.99,90,49,1.56,VN,1723154151
560,krasnokholm,51.5979,54.1567,17.72,88,0,3.37,RU,1723154152
561,stralsund,54.3091,13.0818,16.96,79,87,2.6,DE,1723154153
562,talcahuano,-36.7167,-73.1167,12.82,58,0,4.12,CL,1723154115
563,ingeniero guillermo n. juarez,-23.9,-61.85,14.72,35,2,3.93,AR,1723154155
564,namibe,-15.1961,12.1522,17.3,78,0,1.79,AO,1723154156
565,nunkini,20.3333,-90.1833,30.87,66,88,2.49,MX,1723154157
566,bukan,36.521,46.2089,25.22,39,0,1.32,IR,1723154158
567,arteche,12.2645,125.4048,25.32,94,74,2.0,PH,1723154159
568,okha,53.5739,142.9478,12.72,91,65,3.51,RU,1723154160
569,douglas,41.3,-96.167,23.67,50,0,6.17,US,1723154162
570,anahuac,27.2333,-100.15,40.84,20,5,3.39,MX,1723154163
571,penzance,50.1186,-5.5371,18.02,95,100,8.58,GB,1723154164
572,pontes e lacerda,-15.2261,-59.3353,24.73,64,58,3.2,BR,1723154003
573,madang,-5.2246,145.7966,26.29,81,48,0.91,PG,1723154166
574,mina clavero,-31.721,-65.0062,6.1,43,28,3.71,AR,1723154167
575,mildura,-34.2,142.15,9.44,90,42,1.23,AU,1723154168
